"trans_id","lang","translation"
"北方大崎(2)","zh-TW","北方大崎"
"北方大崎(2)","ko","기타가타오사키"
"武雄北方インター口(2)","ja","武雄北方インター口(2)"
"武雄北方インター口(2)","ja-Hrkt","たけおきたがたいんたーぐち"
"武雄北方インター口(2)","en","Takeokitagataintaguchi(Takeo Kitagata Inter-guchi)"
"武雄北方インター口(2)","zh-CN","武雄北方出入口"
"武雄北方インター口(2)","zh-TW","武雄北方交流道口"
"武雄北方インター口(2)","ko","다케오 기타가타 나들목 출입구"
"鳴瀬分道(2)","ja","鳴瀬分道(2)"
"鳴瀬分道(2)","ja-Hrkt","なるせぶんどう"
"鳴瀬分道(2)","en","Narusebundo"
"鳴瀬分道(2)","zh-CN","鸣濑分道"
"鳴瀬分道(2)","zh-TW","鳴瀨分道"
"鳴瀬分道(2)","ko","나루세분도"
"高橋駅前(2)","ja","高橋駅前(2)"
"高橋駅前(2)","ja-Hrkt","たかはしえきまえ"
"高橋駅前(2)","en","Takahashieki-mae(Takahashi Station)"
"高橋駅前(2)","zh-CN","高桥站前"
"高橋駅前(2)","zh-TW","高橋站前"
"高橋駅前(2)","ko","다카하시역 앞"
"メリーランド前(2)","ja","メリーランド前(2)"
"メリーランド前(2)","ja-Hrkt","めりーらんどまえ"
"メリーランド前(2)","en","Merryland-mae"
"メリーランド前(2)","zh-CN","Merryland前"
"メリーランド前(2)","zh-TW","Merryland前"
"メリーランド前(2)","ko","Merryland 앞"
"甘久(2)","ja","甘久(2)"
"甘久(2)","ja-Hrkt","あまぐ"
"甘久(2)","en","Amagu"
"甘久(2)","zh-CN","甘久"
"甘久(2)","zh-TW","甘久"
"甘久(2)","ko","아마구"
"甘久西(2)","ja","甘久西(2)"
"甘久西(2)","ja-Hrkt","あまぐにし"
"甘久西(2)","en","Amagunishi(Amagu-west)"
"甘久西(2)","zh-CN","甘久西"
"甘久西(2)","zh-TW","甘久西"
"甘久西(2)","ko","아마구니시"
"武雄中学校前(2)","ja","武雄中学校前(2)"
"武雄中学校前(2)","ja-Hrkt","たけおちゅうがっこうまえ"
"武雄中学校前(2)","en","Takeochugakko-mae(Takeo Junior High School)"
"武雄中学校前(2)","zh-CN","武雄中学前"
"武雄中学校前(2)","zh-TW","武雄中學前"
"武雄中学校前(2)","ko","다케오 중학교 앞"
"武雄温泉駅（北口）(2)","ja","武雄温泉駅（北口）(2)"
"武雄温泉駅（北口）(2)","ja-Hrkt","たけおおんせんえき（きたぐち）"
"武雄市役所前(1)","ja","武雄市役所前(1)"
"武雄市役所前(1)","ja-Hrkt","たけおしやくしょまえ"
"武雄市役所前(1)","en","Takeoshiyakusho-mae(Takeo City Hall)"
"武雄市役所前(1)","zh-CN","武雄市政府前"
"武雄市役所前(1)","zh-TW","武雄市政府前"
"武雄市役所前(1)","ko","다케오 시청 앞"
"マルキョウ前(2)","ja","マルキョウ前(2)"
"マルキョウ前(2)","ja-Hrkt","まるきょうまえ"
"マルキョウ前(2)","en","Marukyo-mae"
"マルキョウ前(2)","zh-CN","丸共（超市）前"
"マルキョウ前(2)","zh-TW","丸共（超市）前"
"マルキョウ前(2)","ko","마루쿄 앞"
"ゆめタウン武雄（武雄市図書館）(1)","ja","ゆめタウン武雄（武雄市図書館）(1)"
"ゆめタウン武雄（武雄市図書館）(1)","ja-Hrkt","としょかんまえ"
"ゆめタウン武雄（武雄市図書館）(1)","en","Youme Town Takeo（Takeo City Library）"
"ゆめタウン武雄（武雄市図書館）(1)","zh-CN","武雄梦想小镇购物中心（武雄市立图书馆）"
"ゆめタウン武雄（武雄市図書館）(1)","zh-TW","武雄夢想小鎮購物中心（武雄市立圖書館）"
"ゆめタウン武雄（武雄市図書館）(1)","ko","유메타운다케오（다케오시 도서관）"
"武雄高校前(2)","ja","武雄高校前(2)"
"武雄高校前(2)","ja-Hrkt","たけおこうこうまえ"
"武雄高校前(2)","en","Takeokoko-mae(Takeo High School)"
"武雄高校前(2)","zh-CN","武雄高中前"
"武雄高校前(2)","zh-TW","武雄高中前"
"武雄高校前(2)","ko","다케오 고교 앞"
"武雄中央公園前(2)","ja","武雄中央公園前(2)"
"武雄中央公園前(2)","ja-Hrkt","たけおちゅうこうこうえんまえ"
"武雄中央公園前(2)","en","Takeochuokoen-mae（Takeo Central Park）"
"武雄中央公園前(2)","zh-CN","武雄中央公园前"
"武雄中央公園前(2)","zh-TW","武雄中央公園前"
"武雄中央公園前(2)","ko","다케오 주오 공원 앞"
"武雄温泉入口(2)","ja","武雄温泉入口(2)"
"武雄温泉入口(2)","ja-Hrkt","たけおおんせんいりぐち"
"竹下町(2)","ja","竹下町(2)"
"竹下町(2)","ja-Hrkt","たけしたまち"
"竹下町(2)","en","Takeshitamachi"
"竹下町(2)","zh-CN","竹下町"
"竹下町(2)","zh-TW","竹下町"
"竹下町(2)","ko","다케시타마치"
"加布里駅前","ja","加布里駅前"
"加布里駅前","ja-Hrkt","かふりえきまえ"
"一貴山駅入口","ja","一貴山駅入口"
"一貴山駅入口","ja-Hrkt","いきさんえきいりぐち"
"浜窪","ja","浜窪"
"浜窪","ja-Hrkt","はまくぼ"
"松末","ja","松末"
"松末","ja-Hrkt","まつすえ"
"松末稲荷前","ja","松末稲荷前"
"松末稲荷前","ja-Hrkt","まつすえいなりまえ"
"片山","ja","片山"
"片山","ja-Hrkt","かたやま"
"きららの湯","ja","きららの湯"
"きららの湯","ja-Hrkt","きららのゆ"
"筑前深江駅前","ja","筑前深江駅前"
"筑前深江駅前","ja-Hrkt","ちくぜんふかええきまえ"
"武公民館前","ja","武公民館前"
"武公民館前","ja-Hrkt","ぶこうみんかんまえ"
"波呂","ja","波呂"
"波呂","ja-Hrkt","はろ"
"JA西部支店前","ja","JA西部支店前"
"JA西部支店前","ja-Hrkt","じぇーえーせいぶしてんまえ"
"上深江","ja","上深江"
"上深江","ja-Hrkt","かみふかえ"
"交流プラザ二丈館前","ja","交流プラザ二丈館前"
"交流プラザ二丈館前","ja-Hrkt","こうりゅうぷらざにじょうかんまえ"
"唐房(2)","ja","唐房(2)"
"唐房(2)","ja-Hrkt","とうぼう"
"唐房(2)","en","Tobo"
"唐房(2)","zh-CN","唐房"
"唐房(2)","zh-TW","唐房"
"唐房(2)","ko","도보"
"玄海水産振興センター","ja","玄海水産振興センター"
"玄海水産振興センター","ja-Hrkt","げんかいすいさんしんこうせんたー"
"玄海水産振興センター","en","Genkaisuisanshinkosenta(Genkai Fisherise Promotion Center)"
"玄海水産振興センター","zh-CN","玄海水产振兴中心"
"玄海水産振興センター","zh-TW","玄海水產振興中心"
"玄海水産振興センター","ko","겐카이스이산신코센터"
"門前入口(2)","ja","門前入口(2)"
"門前入口(2)","ja-Hrkt","もんぜんいりぐち"
"門前入口(2)","en","Monzeniriguchi"
"門前入口(2)","zh-CN","门前入口"
"門前入口(2)","zh-TW","門前入口"
"鳩川","ja","鳩川"
"鳩川","ja-Hrkt","はとがわ"
"鳩川","en","Hatogawa"
"鳩川","zh-CN","鸠川"
"鳩川","zh-TW","鳩川"
"相賀入口(1)","ja","相賀入口(1)"
"相賀入口(1)","ja-Hrkt","おうかいりぐち"
"相賀入口(1)","en","Oka-Iriguchi"
"相賀入口(1)","zh-CN","相贺入口"
"相賀入口(1)","zh-TW","相賀入口"
"相賀入口(1)","ko","오카이리구치"
"相賀","ja","相賀"
"相賀","ja-Hrkt","おうか"
"相賀","en","Oka"
"相賀","zh-CN","相贺(佐贺县)"
"相賀","zh-TW","相賀(佐賀縣)"
"相賀","ko","오카(사가현)"
"松風園前(2)","ja","松風園前(2)"
"松風園前(2)","ja-Hrkt","しょうふうえんまえ"
"松風園前(2)","en","Shofuen-mae(Shofu-en)"
"松風園前(2)","zh-CN","松风园前(佐贺县)"
"松風園前(2)","zh-TW","松風園前(佐賀縣)"
"松風園前(2)","ko","쇼후엔마에(사가현)"
"北浜","ja","北浜"
"北浜","ja-Hrkt","きたはま"
"北浜","en","Kitahama"
"北浜","zh-CN","北滨(佐贺县)"
"北浜","zh-TW","北濱(佐賀縣)"
"北浜","ko","기타하마(사가현)"
"湊入口(2)","ja","湊入口(2)"
"湊入口(2)","ja-Hrkt","みなといりぐち"
"湊入口(2)","en","Minato-Iriguchi"
"湊入口(2)","zh-CN","凑入口"
"湊入口(2)","zh-TW","湊入口"
"湊入口(2)","ko","미나토이리구치"
"湊駐在所前","ja","湊駐在所前"
"湊駐在所前","ja-Hrkt","みなとちゅうざいしょまえ"
"湊公民館前(2)","ja","湊公民館前(2)"
"湊公民館前(2)","ja-Hrkt","みなとこうみんかんまえ"
"湊公民館前(2)","en","Minatokominkan-mae(Minato Community Center)"
"湊公民館前(2)","zh-CN","凑公民馆前"
"湊公民館前(2)","zh-TW","湊公民館前"
"湊公民館前(2)","ko","미나토코민칸마에"
"湊","ja","湊"
"湊","ja-Hrkt","みなと"
"湊","en","Minato"
"湊","zh-CN","凑(佐贺县)"
"湊","zh-TW","湊(佐賀縣)"
"湊","ko","미나토(사가현)"
"みなと園","ja","みなと園"
"みなと園","ja-Hrkt","みなとえん"
"みなと園","en","Minatoen"
"みなと園","zh-CN","Minato园"
"みなと園","zh-TW","Minato園"
"みなと園","ko","미나토엔"
"屋形石入口","ja","屋形石入口"
"屋形石入口","ja-Hrkt","やかたいしいりぐち"
"屋形石入口","en","Yakataishiiriguchi(Yakata-ishi Iriguchi)"
"屋形石入口","zh-CN","屋形石入口"
"屋形石入口","zh-TW","屋形石入口"
"屋形石入口","ko","야카타이시이리구치"
"屋形石","ja","屋形石"
"屋形石","ja-Hrkt","やかたいし"
"屋形石","en","Yakataishi(Yakata-ishi)"
"屋形石","zh-CN","屋形石"
"屋形石","zh-TW","屋形石"
"屋形石","ko","야카타이시"
"七ッ釜入口","ja","七ッ釜入口"
"七ッ釜入口","ja-Hrkt","ななつがまいりぐち"
"七ッ釜入口","en","Nanatsugamairiguchi(Nanatsugama Entrance)"
"七ッ釜入口","zh-CN","七釜入口"
"七ッ釜入口","zh-TW","七釜入口"
"七ッ釜入口","ko","나나쓰가마이리구치"
"藤の辻","ja","藤の辻"
"藤の辻","ja-Hrkt","ふじのつじ"
"藤の辻","en","Fujinotsuji"
"藤の辻","zh-CN","藤之辻"
"藤の辻","zh-TW","藤之辻"
"藤の辻","ko","후지노쓰지"
"丸田","ja","丸田"
"丸田","ja-Hrkt","まるた"
"丸田","en","Maruta"
"丸田","zh-CN","丸田(佐贺县)"
"丸田","zh-TW","丸田(佐賀縣)"
"丸田","ko","마루타(사가현)"
"小友入口","ja","小友入口"
"小友入口","ja-Hrkt","こどもいりぐち"
"小友入口","en","Kodomoiriguchi"
"小友入口","zh-CN","小友入口"
"小友入口","zh-TW","小友入口"
"小友入口","ko","고도모이리구치"
"持山","ja","持山"
"持山","ja-Hrkt","もちやま"
"持山","en","Mochiyama"
"持山","zh-CN","持山"
"持山","zh-TW","持山"
"持山","ko","모치야마"
"湊公民館前(1)","ja","湊公民館前(1)"
"湊公民館前(1)","ja-Hrkt","みなとこうみんかんまえ"
"湊公民館前(1)","en","Minatokominkan-mae(Minato Community Center)"
"湊公民館前(1)","zh-CN","凑公民馆前"
"湊公民館前(1)","zh-TW","湊公民館前"
"湊公民館前(1)","ko","미나토코민칸마에"
"湊入口(1)","ja","湊入口(1)"
"湊入口(1)","ja-Hrkt","みなといりぐち"
"湊入口(1)","en","Minato-Iriguchi"
"湊入口(1)","zh-CN","凑入口"
"湊入口(1)","zh-TW","湊入口"
"湊入口(1)","ko","미나토이리구치"
"松風園前(1)","ja","松風園前(1)"
"松風園前(1)","ja-Hrkt","しょうふうえんまえ"
"松風園前(1)","en","Shofuen-mae(Shofu-en)"
"松風園前(1)","zh-CN","松风园前(佐贺县)"
"松風園前(1)","zh-TW","松風園前(佐賀縣)"
"松風園前(1)","ko","쇼후엔마에(사가현)"
"門前入口(1)","ja","門前入口(1)"
"門前入口(1)","ja-Hrkt","もんぜんいりぐち"
"門前入口(1)","en","Monzeniriguchi"
"門前入口(1)","zh-CN","门前入口"
"門前入口(1)","zh-TW","門前入口"
"唐房(1)","ja","唐房(1)"
"唐房(1)","ja-Hrkt","とうぼう"
"唐房(1)","en","Tobo"
"唐房(1)","zh-CN","唐房"
"唐房(1)","zh-TW","唐房"
"唐房(1)","ko","도보"
"名護屋城址(1)","ja","名護屋城址(1)"
"名護屋城址(1)","ja-Hrkt","なごやじょうし"
"名護屋城址(1)","en","Nagoyajoshi"
"名護屋城址(1)","zh-CN","名护屋城址"
"名護屋城址(1)","zh-TW","名護屋城址"
"名護屋城址(1)","ko","나고야조시"
"大久保（鎮西町）","ja","大久保（鎮西町）"
"大久保（鎮西町）","ja-Hrkt","おおくぼ"
"大久保（鎮西町）","en","Okubo"
"大久保（鎮西町）","zh-CN","大久保[镇西町]"
"大久保（鎮西町）","zh-TW","大久保[鎮西町]"
"大久保（鎮西町）","ko","오쿠보[진제이초]"
"先部","ja","先部"
"先部","ja-Hrkt","さくべ"
"先部","en","Sakube"
"先部","zh-CN","前部"
"先部","zh-TW","前部"
"先部","ko","사쿠베"
"波戸岬少年自然の家","ja","波戸岬少年自然の家"
"波戸岬少年自然の家","ja-Hrkt","はとみさきしょうねんしぜんのいえ"
"波戸岬少年自然の家","en","Hatomisakishonenshizennoie"
"波戸岬少年自然の家","zh-CN","波户岬少年自然之家"
"波戸岬少年自然の家","zh-TW","波戶岬少年自然之家"
"波戸岬少年自然の家","ko","하토미사키쇼넨시젠노이에"
"鳥の巣","ja","鳥の巣"
"鳥の巣","ja-Hrkt","とりのす"
"鳥の巣","en","Torinosu"
"鳥の巣","zh-CN","鸟巢(佐贺县)"
"鳥の巣","zh-TW","鳥巢(佐賀縣)"
"波戸港入口","ja","波戸港入口"
"波戸港入口","ja-Hrkt","はどこういりぐち"
"波戸港入口","en","Hadokoiriguchi"
"波戸港入口","zh-CN","波户港入口"
"波戸港入口","zh-TW","波戶港入口"
"波戸港入口","ko","하도코이리구치"
"波戸","ja","波戸"
"波戸","ja-Hrkt","はど"
"波戸","en","Hado"
"波戸","zh-CN","浪门"
"波戸","zh-TW","浪門"
"波戸","ko","하도"
"波戸岬","ja","波戸岬"
"波戸岬","ja-Hrkt","はどみさき"
"波戸岬","en","Hadomisaki"
"波戸岬","zh-CN","波户岬"
"波戸岬","zh-TW","波戶岬"
"波戸岬","ko","하도미사키"
"波戸岬国民宿舎","ja","波戸岬国民宿舎"
"波戸岬国民宿舎","ja-Hrkt","はどみさきこくみんしゅくしゃ"
"波戸岬国民宿舎","en","Hadomisakikokuminshukusha"
"波戸岬国民宿舎","zh-CN","波户岬国民宿舍"
"波戸岬国民宿舎","zh-TW","波戶岬國民宿舍"
"波戸岬国民宿舎","ko","하도미사키코쿠민슈쿠샤"
"南風台入口","ja","南風台入口"
"南風台入口","ja-Hrkt","みなかぜだいいりぐち"
"水素センター前","ja","水素センター前"
"水素センター前","ja-Hrkt","すいそせんたーまえ"
"半導体センター前","ja","半導体センター前"
"半導体センター前","ja-Hrkt","はんどうたいせんたーまえ"
"産業団地入口","ja","産業団地入口"
"産業団地入口","ja-Hrkt","さんぎょうだんちいりぐち"
"産業団地","ja","産業団地"
"産業団地","ja-Hrkt","さんぎょうだんち"
"多久（前原）","ja","多久（前原）"
"多久（前原）","ja-Hrkt","たく"
"宮地嶽入口","ja","宮地嶽入口"
"宮地嶽入口","ja-Hrkt","みやじだけいりぐち"
"野添","ja","野添"
"野添","ja-Hrkt","のぞえ"
"真方","ja","真方"
"真方","ja-Hrkt","まかた"
"蛇石","ja","蛇石"
"蛇石","ja-Hrkt","じゃいし"
"本区","ja","本区"
"本区","ja-Hrkt","ほんく"
"八反田","ja","八反田"
"八反田","ja-Hrkt","はったんだ"
"長糸支所","ja","長糸支所"
"長糸支所","ja-Hrkt","ながいとししょ"
"飯原口","ja","飯原口"
"飯原口","ja-Hrkt","いいばるぐち"
"長野（前原）","ja","長野（前原）"
"長野（前原）","ja-Hrkt","ながの"
"別処","ja","別処"
"別処","ja-Hrkt","べつしょ"
"白糸の森","ja","白糸の森"
"白糸の森","ja-Hrkt","しらいとのもり"
"白糸","ja","白糸"
"白糸","ja-Hrkt","しらいと"
"美咲ヶ丘入口","ja","美咲ヶ丘入口"
"美咲ヶ丘入口","ja-Hrkt","みさきがおかいりぐち"
"美咲ヶ丘中央","ja","美咲ヶ丘中央"
"美咲ヶ丘中央","ja-Hrkt","みさきがおかちゅうおう"
"美咲ヶ丘駅","ja","美咲ヶ丘駅"
"美咲ヶ丘駅","ja-Hrkt","みさきがおかえき"
"瀬戸","ja","瀬戸"
"瀬戸","ja-Hrkt","せと"
"瀬戸","en","Seto"
"糸島高校前駅南口","ja","糸島高校前駅南口"
"糸島高校前駅南口","ja-Hrkt","いとしまこうこうまええきみなみぐち"
"篠原東","ja","篠原東"
"篠原東","ja-Hrkt","しのわらひがし"
"糸高南","ja","糸高南"
"糸高南","ja-Hrkt","いとこうみなみ"
"篠原","ja","篠原"
"篠原","ja-Hrkt","しのわら"
"東口","ja","東口"
"東口","ja-Hrkt","ひがしぐち"
"東口","en","Higashiguchi (Fukuoka Pref.)"
"東口","zh-CN","东口(福冈县)"
"東口","zh-TW","東口(福岡縣)"
"東口","ko","히가시구치(후쿠오카현)"
"芥屋購買店","ja","芥屋購買店"
"芥屋購買店","ja-Hrkt","けやこうばいてん"
"芥屋購買店","en","Keya Kobaiten"
"芥屋購買店","zh-CN","芥屋购买店"
"芥屋購買店","zh-TW","芥屋購買店"
"芥屋購買店","ko","게이코바이텐"
"大石前","ja","大石前"
"大石前","ja-Hrkt","おおいしまえ"
"大石前","en","Oishi-mae"
"大石前","zh-CN","大石前"
"大石前","zh-TW","大石前"
"大石前","ko","오이시마에"
"大浦台","ja","大浦台"
"大浦台","ja-Hrkt","おおうらだい"
"大浦台","en","Ouradai"
"大浦台","zh-CN","大浦台"
"大浦台","zh-TW","大浦台"
"大浦台","ko","오우라다이"
"大浦池通り","ja","大浦池通り"
"大浦池通り","ja-Hrkt","おおうらいけどうり"
"大浦池通り","en","Ouraike-dori"
"大浦池通り","zh-CN","大浦池通"
"大浦池通り","zh-TW","大浦池通"
"大浦池通り","ko","오우라이케도리"
"堤下","ja","堤下"
"堤下","ja-Hrkt","つつみした"
"堤下","en","Tutsumi Shita(Fukuoka Pref.)"
"堤下","zh-CN","堤下(福冈县)"
"堤下","zh-TW","堤下(福岡縣)"
"堤下","ko","쓰쓰미시타(후쿠오카현)"
"大牟田","ja","大牟田"
"大牟田","ja-Hrkt","おおむた"
"大牟田","en","Omuta"
"大牟田","zh-CN","大牟田"
"大牟田","zh-TW","大牟田"
"大牟田","ko","오무타"
"志摩スカイタウン(2)","ja","志摩スカイタウン(2)"
"志摩スカイタウン(2)","ja-Hrkt","しますかいたうん"
"志摩スカイタウン(2)","en","Shima Sky Town"
"志摩スカイタウン(2)","zh-CN","志摩Sky Town"
"志摩スカイタウン(2)","zh-TW","志摩Sky Town"
"志摩スカイタウン(2)","ko","시마스카이타운"
"師吉東","ja","師吉東"
"師吉東","ja-Hrkt","もろよしひがし"
"師吉東","en","Moroyoshi Higashi"
"師吉東","zh-CN","师吉东"
"師吉東","zh-TW","師吉東"
"師吉東","ko","모로요시히가시"
"師吉中","ja","師吉中"
"師吉中","ja-Hrkt","もろよしなか"
"師吉中","en","Moroyoshi Naka"
"師吉中","zh-CN","师吉中"
"師吉中","zh-TW","師吉中"
"師吉中","ko","모로요시나카"
"師吉公民館","ja","師吉公民館"
"師吉公民館","ja-Hrkt","もろよしこうみんかん"
"師吉公民館","en","Moroyoshi Kominkan (Public Hall)"
"師吉公民館","zh-CN","师吉文化馆"
"師吉公民館","zh-TW","師吉文化館"
"師吉公民館","ko","모로요시코민칸"
"師吉荘前","ja","師吉荘前"
"師吉荘前","ja-Hrkt","もろよしそうまえ"
"師吉荘前","en","Morohoshi-so mae"
"師吉荘前","zh-CN","师吉庄前"
"師吉荘前","zh-TW","師吉莊前"
"師吉荘前","ko","모로요시소마에"
"初(2)","ja","初(2)"
"初(2)","ja-Hrkt","はつ"
"初(2)","en","Hatsu"
"初(2)","zh-CN","初"
"初(2)","zh-TW","初"
"初(2)","ko","하쓰"
"稲留","ja","稲留"
"稲留","ja-Hrkt","いなどめ"
"稲留","en","Inadome"
"稲留","zh-CN","稻留"
"稲留","zh-TW","稻留"
"稲留","ko","이나도메"
"東小金丸","ja","東小金丸"
"東小金丸","ja-Hrkt","ひがしこがねまる"
"東小金丸","en","Higashi Koganemaru"
"東小金丸","zh-CN","东小金丸"
"東小金丸","zh-TW","東小金丸"
"東小金丸","ko","히가시코가네마루"
"西小金丸","ja","西小金丸"
"西小金丸","ja-Hrkt","にしこがねまる"
"西小金丸","en","Nishi Koganemaru"
"西小金丸","zh-CN","西小金丸"
"西小金丸","zh-TW","西小金丸"
"西小金丸","ko","니시코가네마루"
"志摩中入口(2)","ja","志摩中入口(2)"
"志摩中入口(2)","ja-Hrkt","しまちゅういりぐち"
"志摩中入口(2)","en","Shima-chu Iriguchi (Junior H. Sch.)"
"志摩中入口(2)","zh-CN","志摩中入口"
"志摩中入口(2)","zh-TW","志摩中入口"
"志摩中入口(2)","ko","시마추이리구치"
"小富士園前","ja","小富士園前"
"小富士園前","ja-Hrkt","こふじえんまえ"
"小富士園前","en","Kofujien-mae"
"小富士園前","zh-CN","小富士园前"
"小富士園前","zh-TW","小富士園前"
"小富士園前","ko","고후지엔마에"
"貝塚","ja","貝塚"
"貝塚","ja-Hrkt","かいづか"
"貝塚","en","Kaizuka (Itoshima-shi)"
"貝塚","zh-CN","贝冢(糸岛市)"
"貝塚","zh-TW","貝塚(糸島市)"
"貝塚","ko","가이즈카(이토시마시)"
"松原（志摩町）(3)","ja","松原（志摩町）(3)"
"松原（志摩町）(3)","ja-Hrkt","まつばら"
"松原（志摩町）(3)","en","Matsubara[Shima-cho]"
"松原（志摩町）(3)","zh-CN","松原[志摩町]"
"松原（志摩町）(3)","zh-TW","松原[志摩町]"
"松原（志摩町）(3)","ko","마쓰바라[시마마치]"
"香月","ja","香月"
"香月","ja-Hrkt","かつき"
"香月","en","Katsuki"
"香月","zh-CN","香月"
"香月","zh-TW","香月"
"久家","ja","久家"
"久家","ja-Hrkt","くが"
"久家","en","Kuga(Fukuoka Pref.)"
"久家","zh-CN","久家(福冈县)"
"久家","zh-TW","久家(福岡縣)"
"久家","ko","구가(후쿠오카현)"
"船越","ja","船越"
"船越","ja-Hrkt","ふなこし"
"船越","en","Funakoshi(Fukuoka Pref.)"
"船越","zh-CN","船越(福冈县)"
"船越","zh-TW","船越(福岡縣)"
"船越","ko","후나코시(후쿠오카현)"
"志摩中入口(1)","ja","志摩中入口(1)"
"志摩中入口(1)","ja-Hrkt","しまちゅういりぐち"
"志摩中入口(1)","en","Shima-chu Iriguchi (Junior H. Sch.)"
"志摩中入口(1)","zh-CN","志摩中入口"
"志摩中入口(1)","zh-TW","志摩中入口"
"志摩中入口(1)","ko","시마추이리구치"
"初(1)","ja","初(1)"
"初(1)","ja-Hrkt","はつ"
"初(1)","en","Hatsu"
"初(1)","zh-CN","初"
"初(1)","zh-TW","初"
"初(1)","ko","하쓰"
"志摩スカイタウン(1)","ja","志摩スカイタウン(1)"
"志摩スカイタウン(1)","ja-Hrkt","しますかいたうん"
"志摩スカイタウン(1)","en","Shima Sky Town"
"志摩スカイタウン(1)","zh-CN","志摩Sky Town"
"志摩スカイタウン(1)","zh-TW","志摩Sky Town"
"志摩スカイタウン(1)","ko","시마스카이타운"
"加布里東口（芥屋線）(2)","ja","加布里東口（芥屋線）(2)"
"加布里東口（芥屋線）(2)","ja-Hrkt","かふり（けやせん）"
"加布里東口（芥屋線）(2)","en","Kfauri Higashiguchi[Keya route]"
"加布里東口（芥屋線）(2)","zh-CN","加布里东口[芥屋线]"
"加布里東口（芥屋線）(2)","zh-TW","加布里東口[芥屋線]"
"加布里東口（芥屋線）(2)","ko","가후리히가시구치[게야선]"
"加布里（芥屋線）(2)","ja","加布里（芥屋線）(2)"
"加布里（芥屋線）(2)","ja-Hrkt","かふり（けやせん）"
"加布里（芥屋線）(2)","en","Kafuri [Keya route]"
"加布里（芥屋線）(2)","zh-CN","加布里[芥屋线]"
"加布里（芥屋線）(2)","zh-TW","加布里[芥屋線]"
"加布里（芥屋線）(2)","ko","가후리[게야선]"
"小富士東(2)","ja","小富士東(2)"
"小富士東(2)","ja-Hrkt","こふじひがし"
"小富士東(2)","en","Kofuji Higashi"
"小富士東(2)","zh-CN","小富士东"
"小富士東(2)","zh-TW","小富士東"
"小富士東(2)","ko","고후지히가시"
"小富士","ja","小富士"
"小富士","ja-Hrkt","こふじ"
"小富士","en","Kofuji"
"小富士","zh-CN","小富士"
"小富士","zh-TW","小富士"
"小富士","ko","고후지"
"御床(2)","ja","御床(2)"
"御床(2)","ja-Hrkt","みとこ"
"御床(2)","en","Mitoko"
"御床(2)","zh-CN","御床"
"御床(2)","zh-TW","御床"
"御床(2)","ko","미토코"
"二ッ橋","ja","二ッ橋"
"二ッ橋","ja-Hrkt","ふたつばし"
"二ッ橋","en","Futatsubashi"
"二ッ橋","zh-CN","二桥"
"二ッ橋","zh-TW","二橋"
"二ッ橋","ko","후타쓰바시"
"松原（志摩町）(2)","ja","松原（志摩町）(2)"
"松原（志摩町）(2)","ja-Hrkt","まつばら"
"松原（志摩町）(2)","en","Matsubara[Shima-cho]"
"松原（志摩町）(2)","zh-CN","松原[志摩町]"
"松原（志摩町）(2)","zh-TW","松原[志摩町]"
"松原（志摩町）(2)","ko","마쓰바라[시마마치]"
"引津小学校","ja","引津小学校"
"引津小学校","ja-Hrkt","ひきつしようがつこう"
"引津小学校","en","Hikitsu Shogakko(Elem. Sch.)"
"引津小学校","zh-CN","引津小学"
"引津小学校","zh-TW","引津小學"
"引津小学校","ko","히키쓰쇼갓코"
"新町(2)","ja","新町(2)"
"新町(2)","ja-Hrkt","しんまち"
"新町(2)","en","Shimmachi(Itoshima-shi)"
"新町(2)","zh-CN","新町(糸岛市)"
"新町(2)","zh-TW","新町(糸島市)"
"新町(2)","ko","신마치(이토시마시)"
"元村","ja","元村"
"元村","ja-Hrkt","もとむら"
"元村","en","Motomura(Itoshima-shi)"
"元村","zh-CN","元村(糸岛市)"
"元村","zh-TW","元村(糸島市)"
"元村","ko","모토무라(이토시마시)"
"岐志(2)","ja","岐志(2)"
"岐志(2)","ja-Hrkt","きし"
"岐志(2)","en","Kishi"
"岐志(2)","zh-CN","岐志"
"岐志(2)","zh-TW","岐志"
"岐志(2)","ko","기시"
"芥屋支所","ja","芥屋支所"
"芥屋支所","ja-Hrkt","けやししょ"
"芥屋支所","en","Keya Shisho"
"芥屋支所","zh-CN","芥屋支所"
"芥屋支所","zh-TW","芥屋支所"
"芥屋支所","ko","게야시쇼"
"芥屋グラウンド","ja","芥屋グラウンド"
"芥屋グラウンド","ja-Hrkt","けやぐらうんど"
"芥屋グラウンド","en","Keya Ground"
"芥屋グラウンド","zh-CN","芥屋运动场"
"芥屋グラウンド","zh-TW","芥屋運動場"
"芥屋グラウンド","ko","게야그란운드"
"窯元前（志摩町）","ja","窯元前（志摩町）"
"窯元前（志摩町）","ja-Hrkt","かまもとまえ"
"窯元前（志摩町）","en","Kamamoto-mae(Pottery)[Shima-cho]"
"窯元前（志摩町）","zh-CN","窑元前[志摩町]"
"窯元前（志摩町）","zh-TW","窯元前[志摩町]"
"窯元前（志摩町）","ko","가마모토마에[시마마치]"
"芥屋","ja","芥屋"
"芥屋","ja-Hrkt","けや"
"芥屋","en","Keya"
"芥屋","zh-CN","芥屋"
"芥屋","zh-TW","芥屋"
"芥屋","ko","게야"
"岐志(1)","ja","岐志(1)"
"岐志(1)","ja-Hrkt","きし"
"岐志(1)","en","Kishi"
